timestamp,open,high,low,close,volume
2026-01-20,48.3500,48.5200,48.0200,48.1900,17095211
2026-01-16,48.5700,48.7200,48.3600,48.6800,10769302
2026-01-15,48.7700,49.1100,48.6100,48.9600,17883630
2026-01-14,48.7500,49.1400,48.6300,48.7500,16030116
2026-01-13,48.6000,48.7600,48.3900,48.7300,10797859
2026-01-12,48.3700,48.6100,48.2026,48.5200,12673138
2026-01-09,47.5900,48.2900,47.5550,48.2600,11769696
2026-01-08,46.4100,47.6300,46.2700,47.5000,14918890
2026-01-07,47.3400,47.5600,46.6300,46.6800,16963809
2026-01-06,46.7300,47.6300,46.6900,47.5000,18351568
2026-01-05,46.0200,46.7300,46.0000,46.5800,22033934
2026-01-02,45.5200,46.1750,45.2700,46.1200,18031002
2025-12-31,45.6100,45.6700,45.3280,45.3500,5704262
2025-12-30,45.8100,45.8500,45.6300,45.7300,4432075
2025-12-29,45.7400,45.8600,45.5350,45.7400,6370409
2025-12-26,45.9500,46.1400,45.8600,46.1100,5035787
2025-12-24,45.7300,45.8900,45.6100,45.8400,2767614
2025-12-23,45.7800,45.8000,45.5350,45.7500,8424796
2025-12-22,45.3900,45.7100,45.3300,45.6700,9862655
2025-12-19,45.2000,45.5350,45.0900,45.3700,9947299
2025-12-18,45.2700,45.6250,45.1250,45.1700,8875590
2025-12-17,45.0100,45.3650,44.9400,45.1900,10830515
2025-12-16,45.1800,45.2100,44.7150,45.0000,9391611
2025-12-15,45.4200,45.4400,44.8500,45.1200,9004181
2025-12-12,45.5100,45.5750,44.9700,45.1500,14036304
2025-12-11,44.2900,45.2150,44.2900,45.1200,10830533
2025-12-10,43.3500,44.3400,43.3500,44.2400,10919472
2025-12-09,43.4200,43.8200,43.3700,43.3900,8575883
2025-12-08,44.0800,44.1000,43.4500,43.4800,11381866
2025-12-05,44.3400,44.6350,44.0900,44.0900,7076124
2025-12-04,88.7600,89.0100,88.2450,88.4700,4956511
2025-12-03,88.7600,89.2450,88.6850,88.9900,5920915
2025-12-02,89.3600,89.3600,87.8500,88.3700,6452959
2025-12-01,89.2800,89.9600,89.1300,89.1800,6683942
2025-11-28,89.1300,89.7500,88.9100,89.4000,2393416
2025-11-26,87.8800,89.1200,87.8400,88.8900,4947687
2025-11-25,86.9700,88.0100,86.9100,87.8100,6227944
2025-11-24,86.2900,86.7200,85.9200,86.5200,7274863
2025-11-21,84.8800,87.0100,84.7050,86.3500,10494799
2025-11-20,86.3300,86.7100,84.4250,84.4600,11334572
2025-11-19,86.0400,86.1000,85.2000,85.7400,7692901
2025-11-18,85.5400,86.1150,85.0600,85.5200,10307538
2025-11-17,86.5600,86.8000,85.3300,85.4500,7075366
2025-11-14,86.9500,87.4550,86.6350,86.7700,6414979
2025-11-13,88.1700,88.4400,87.5000,87.5700,8970305
2025-11-12,87.8000,88.6700,87.7150,88.1500,6961917
2025-11-11,86.9900,87.7050,86.7944,87.5300,5820723
2025-11-10,86.3900,86.8150,85.6650,86.6300,7616746
